"doc_id","paragrafo","ano","label","label2","label_final"
"LDO 2008.pdf","Estabelece as diretrizes orçamentárias do Estado de Pernambuco para o exercício de 2008, nos termos dos artigos 37, inciso XX; 123, § 2º; 124, inciso II, com a redação dada pela EC nº 22/2003; e 131 da Constituição do Estado de Pernambuco, e dá outras providências.","2008",-1,1,0
"LDO 2008.pdf","O GOVERNADOR DO ESTADO DE PERNAMBUCO:","2008",-1,1,0
"LDO 2008.pdf","Faço saber que a Assembléia Legislativa decretou e eu sanciono a seguinte Lei:","2008",-1,1,0
"LDO 2008.pdf","DISPOSIÇÕES PRELIMINARES","2008",-1,1,0
"LDO 2008.pdf","Art. 1º A presente Lei fixa as diretrizes orçamentárias do Estado de Pernambuco para o exercício financeiro do ano 2008, obedecido ao disposto na Constituição Estadual e na Lei Complementar nº 101, de 04 de maio de 2000, compreendendo:","2008",-1,1,0
"LDO 2008.pdf","I - as prioridades e metas da administração pública estadual;","2008",1,1,1
"LDO 2008.pdf","II - a estrutura e organização dos orçamentos;","2008",-1,1,0
"LDO 2008.pdf","III - as diretrizes para elaboração e execução dos orçamentos do Estado e suas alterações;","2008",-1,1,0
"LDO 2008.pdf","IV- disposições relativas às despesas do Estado com pessoal e encargos sociais;","2008",-1,-1,-1
"LDO 2008.pdf","V - disposições sobre alterações na legislação tributária; e","2008",-1,1,0
"LDO 2008.pdf","VI - disposições gerais.","2008",-1,1,0
"LDO 2008.pdf","CAPÍTULO I","2008",-1,1,0
"LDO 2008.pdf","DAS PRIORIDADES E METAS DA ADMINISTRAÇÃO PÚBLICA ESTADUAL","2008",1,1,1
"LDO 2008.pdf","Art. 2º As prioridades e metas da Administração Pública Estadual, para o exercício de 2008, são as estabelecidas no conjunto de níveis de programação a seguir relacionadas:","2008",1,1,1
"LDO 2008.pdf","a) Eixos Estruturantes b) Diretrizes Gerais c) Diretrizes Setoriais d) Programas e e) Ações de Governo","2008",-1,1,0
"LDO 2008.pdf","§ 1º São Eixos Estruturantes, suas descrições e Diretrizes Gerais:","2008",-1,1,0
"LDO 2008.pdf","I - DEMOCRATIZAÇÃO DO ESTADO (ESTADO CIDADÃO)","2008",-1,1,0
"LDO 2008.pdf","Ação governamental voltada à prestação de bens e serviços públicos, que possibilitem aumentar o nível de qualidade de vida e corrigir distorções existentes dentro do Estado do ponto de vista espacial, de raça, de gênero ou de cor. ¾ Apoio à Infra-Estrutura Urbana ¾ Cidadania e Direitos Sociais ¾ Cultura, Patrimônio Histórico e Diversidade ¾ Direito à Moradia com Qualidade ¾ Educação para a Cidadania ¾ Gestão Democrática do Estado ¾ Política de Esporte, Vida Saudável ¾ Política de Transporte Público ¾ Saneamento Básico e Qualidade de Vida ¾ Saúde para Todos ¾ Segurança e Combate à Violência","2008",1,-1,0
"LDO 2008.pdf","II - DESENVOLVIMENTO ECONÔMICO PARA TODOS","2008",1,1,1
"LDO 2008.pdf","Ação governamental voltada ao fortalecimento e expansão de novos segmentos econômicos com alto potencial de crescimento e ao fortalecimento e estímulo à renovação dos setores produtivos maduros que possam expandir seu potencial de agregação de valor.","2008",1,1,1
"LDO 2008.pdf","¾ Apoio ao Fortalecimento dos Setores Produtivos ¾ Estimulo à Organização de Atividades Econômicas Inovadoras e Articuladoras ¾ Fortalecimento da Economia de Base Local e Solidária ¾ Geração de Trabalho e Renda","2008",1,-1,0
"LDO 2008.pdf","III - INFRA-ESTRUTURA PARA O DESENVOLVIMENTO E AUTO-SUSTENTABILIDADE HÍDRICA","2008",1,1,1
"LDO 2008.pdf","Ação governamental voltada a dotar o Estado de um necessário conjunto de infra-estrutura de transportes, comunicações, saneamento, energia e recursos hídricos.","2008",1,1,1
"LDO 2008.pdf","¾ Diversificação da Matriz Energética para o Desenvolvimento ¾ Gestão dos Recursos Hídricos ¾ Cultura, Patrimônio Histórico e Diversidade ¾ Modernização e Ampliação da Infra-Estrutura Logística do Estado ¾ Proteção e Preservação do Meio Ambiente","2008",1,1,1
"LDO 2008.pdf","IV - TRANSPOSIÇÃO DO CONHECIMENTO","2008",-1,1,0
"LDO 2008.pdf","Ação voltada à interiorização e melhoria da distribuição regional do conhecimento, tendo como base uma política, sustentada no tempo, de geração e de ampliação do escopo prevalecente de conhecimento.","2008",1,1,1
"LDO 2008.pdf","¾ Apoio à Pesquisa e Inovação Tecnológica ¾ Expansão e Consolidação da Infra-Estrutura de Transmissão de Dados, Voz e Imagem ¾ Fortalecimento e Interiorização dos Pólos de Geração e Difusão Tecnológica ¾ Promoção da Educação Profissional","2008",1,-1,0
"LDO 2008.pdf","§ 2º Os níveis de programação a que se referem as alíneas ""c"", ""d"" e ""e"" do caput serão detalhados e discriminados, segundo os seus atributos próprios nos respectivos projetos de lei do Plano Plurianual, para o período 2008/2011, e da Lei Orçamentária Anual – LOA, para 2008. Art. 3º As Metas fiscais para o exercício de 2008 são as constantes do Anexo I da presente Lei e poderão ser revistas em função de modificações na política macroeconômica e na conjuntura econômica nacional e estadual.","2008",1,1,1
"LDO 2008.pdf","Art. 4º Na destinação dos recursos relativos à programas sociais, será conferida prioridade às áreas de menor Índice de Desenvolvimento Humano - IDH do Estado, medido pelo Instituto de Pesquisa Econômica Aplicada - IPEA e Instituto Brasileiro de Geografia e Estatística - IBGE.","2008",1,1,1
"LDO 2008.pdf","Parágrafo único. A destinação de que trata o caput terá como uma das fontes o Fundo de Responsabilidade Social.","2008",-1,1,0
"LDO 2008.pdf","CAPÍTULO II","2008",-1,1,0
"LDO 2008.pdf","DA ESTRUTURA E ORGANIZAÇÃO DOS ORÇAMENTOS","2008",-1,1,0
"LDO 2008.pdf","Art. 5º A proposta orçamentária que o Poder Executivo encaminhar à Assembléia Legislativa do Estado de Pernambuco, no prazo previsto no inciso III, do §1º, do artigo 124 da Constituição Estadual, com a redação dada pela Emenda Constitucional nº 22/2003, será composta das seguintes partes:","2008",-1,1,0
"LDO 2008.pdf","I - Mensagem, nos termos do inciso I, do artigo 22, da Lei nº 4.320, de 17 de março de 1964; e,","2008",-1,1,0
"LDO 2008.pdf","II - Projeto de Lei Orçamentária Anual, com a seguinte composição:","2008",-1,1,0
"LDO 2008.pdf","a) texto da lei;","2008",-1,1,0
"LDO 2008.pdf","b) quadros demonstrativos da receita e da despesa, por categoria econômica e fontes de recursos, na forma do Anexo I de que trata o inciso II, do § 1º do art. 2º da Lei nº 4.320, de 17 de março de 1964;","2008",-1,1,0
"LDO 2008.pdf","c) quadros demonstrativos da evolução da receita e da despesa do tesouro do Estado e de outras fontes, compreendendo o período de 05 (cinco) exercícios, inclusive aquele a que se refere a proposta orçamentária;","2008",-1,1,0
"LDO 2008.pdf","d) demonstrativos orçamentários consolidados;","2008",-1,1,0
"LDO 2008.pdf","e) legislação da receita;","2008",-1,1,0
"LDO 2008.pdf","f) orçamento fiscal; e","2008",-1,1,0
"LDO 2008.pdf","g) orçamento de investimento das empresas.","2008",-1,1,0
"LDO 2008.pdf","§ 1º O texto da lei de que trata a alínea ""a"" do inciso II deste artigo, incluirá os dados referidos no inciso I, do § 1º do artigo 2º da Lei nº 4.320, de 17 de março de 1964, além de outros demonstrativos abaixo especificados:","2008",-1,1,0
"LDO 2008.pdf","I - sumário da receita do Estado, por fonte dos recursos, referente ao Orçamento Fiscal;","2008",-1,1,0
"LDO 2008.pdf","II - sumário da despesa do Estado, por funções e categorias econômicas, segundo as fontes de recursos, referentes ao Orçamento Fiscal;","2008",-1,1,0
"LDO 2008.pdf","III - sumário da despesa do Estado, por órgãos e por categorias econômicas, segundo as fontes de recursos, referentes ao Orçamento Fiscal; IV - sumário das fontes de financiamento dos investimentos das empresas;","2008",-1,1,0
"LDO 2008.pdf","V - sumário dos investimentos das empresas por função; e","2008",-1,1,0
"LDO 2008.pdf","VI - sumário dos investimentos por empresas.","2008",-1,1,0
"LDO 2008.pdf","§ 2º Os demonstrativos orçamentários consolidados a que se refere a alínea ""d"" do inciso II deste artigo, apresentarão:","2008",-1,1,0
"LDO 2008.pdf","I - resumo geral da receita originária do tesouro do Estado e das entidades supervisionadas;","2008",-1,1,0
"LDO 2008.pdf","II - resumo geral da despesa, por categoria econômica e grupo, à conta do tesouro do Estado e de outras fontes;","2008",-1,1,0
"LDO 2008.pdf","III - especificação da receita por categorias econômicas, contendo seus vários níveis de detalhamento, originária do tesouro estadual e de outras fontes;","2008",-1,1,0
"LDO 2008.pdf","IV - demonstrativo da receita pelos principais itens das categorias econômicas e por fonte dos recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","V - demonstrativo dos recursos diretamente arrecadados (RDA) pelas unidades da Administração Direta, detalhados por órgão e por item de receita das categorias econômicas;","2008",1,1,1
"LDO 2008.pdf","VI - demonstrativo da despesa por função, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","VII - demonstrativo da despesa por sub-função, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","VIII - demonstrativo da despesa por programa, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","IX - demonstrativo da despesa por projeto, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","X - demonstrativo da despesa por atividade, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XI - demonstrativo da despesa por operações especiais, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XII - demonstrativo da despesa por categoria econômica, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XIII - demonstrativo da despesa por grupo, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XIV - demonstrativo da despesa por modalidade de aplicação, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XV - demonstrativo da despesa por órgão e unidade orçamentária, segundo as categorias econômicas, à conta de recursos do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XVI - demonstrativo da despesa por fonte dos recursos e grupos de despesa originários do tesouro e de outras fontes;","2008",1,1,1
"LDO 2008.pdf","XVII - consolidação dos investimentos programados no orçamento fiscal e no orçamento de investimento das empresas; e XVIII - demonstrativo dos valores referenciais das vinculações de que tratam o artigo 185, § 4º do artigo 203 e o artigo 249, da Constituição Estadual e a Emenda Constitucional Federal nº 29, de 13 de setembro de 2000.","2008",-1,1,0
"LDO 2008.pdf","§ 3º Integrarão o orçamento fiscal, de que trata a alínea "" f "" do inciso II deste artigo:","2008",-1,1,0
"LDO 2008.pdf","I - especificação da receita do tesouro estadual e de cada entidade supervisionada;","2008",-1,1,0
"LDO 2008.pdf","II - especificação da despesa, à conta de recursos do tesouro estadual e de outras fontes; e","2008",1,1,1
"LDO 2008.pdf","III - programação anual de trabalho do Governo, contendo para cada órgão e entidade supervisionada:","2008",-1,1,0
"LDO 2008.pdf","a) legislação e finalidades;","2008",-1,1,0
"LDO 2008.pdf","b) especificação das categorias de programação estabelecidas pelo Plano Plurianual, inclusive as operações especiais necessárias à sua execução, conforme descrito no art. 8º da presente Lei;","2008",-1,1,0
"LDO 2008.pdf","c) quadro de dotações, nos termos do inciso IV do § 1º, do artigo 2º, da Lei nº 4.320, de 17 de março de 1964, conforme estabelecido nos artigos 7º e 10 da presente Lei.","2008",-1,1,0
"LDO 2008.pdf","§ 4º Integrarão o Orçamento de Investimento das Empresas, de que trata a alínea ""g"" do inciso II deste artigo:","2008",-1,1,0
"LDO 2008.pdf","I - resumo dos investimentos por órgão;","2008",-1,1,0
"LDO 2008.pdf","II - resumo das fontes de financiamento dos investimentos;","2008",-1,1,0
"LDO 2008.pdf","III - resumo dos investimentos por programa, segundo as fontes de recursos;","2008",-1,1,0
"LDO 2008.pdf","IV - resumo dos investimentos por função, segundo as fontes de recursos;","2008",-1,1,0
"LDO 2008.pdf","V - resumo dos investimentos por sub-função, segundo as fontes de recursos; e","2008",-1,1,0
"LDO 2008.pdf","VI - discriminação da programação dos investimentos, por empresa, contendo:","2008",-1,1,0
"LDO 2008.pdf","a) fontes de financiamento; e","2008",-1,1,0
"LDO 2008.pdf","b) demonstrativo dos investimentos por programas, projetos e atividades.","2008",-1,1,0
"LDO 2008.pdf","§ 5º Os valores do demonstrativo de que trata o inciso XVIII do § 2º do presente artigo serão referenciais, devendo a comprovação do cumprimento daquelas obrigações constitucionais ser apurada, através da execução orçamentária constante do Balanço Anual.","2008",-1,1,0
"LDO 2008.pdf","Art. 6º O Orçamento Fiscal abrangerá a programação dos Poderes Legislativo, incluindo o Tribunal de Contas, Judiciário e Executivo e do Ministério Público, dos seus órgãos, fundos, autarquias e fundações instituídas e/ou mantidas pelo Poder Público Estadual, inclusive as empresas públicas e sociedades de economia mista em que o Estado, direta ou indiretamente, detenha a maioria do capital social com direito a voto e que recebam recursos do Tesouro do Estado, devendo a correspondente execução orçamentária e financeira ser processada por cada órgão, abrangendo os recursos de todas as fontes, no Sistema Integrado de Administração Financeira para Estados e Municípios – SIAFEM ou em outro sistema que o venha a substituir. § 1º Excluem-se deste artigo as empresas financeiramente independentes, ou seja, aquelas que integrem o Orçamento de Investimento das Empresas e que recebam recursos do tesouro estadual apenas sob a forma de:","2008",1,1,1
"LDO 2008.pdf","I - participação acionária; e,","2008",-1,1,0
"LDO 2008.pdf","II - pagamento pelo fornecimento de bens, pela prestação de serviços e pela concessão de empréstimos e financiamentos.","2008",1,1,1
"LDO 2008.pdf","§ 2º Os orçamentos dos órgãos e das entidades que compõem a seguridade social do Estado, na forma do disposto no § 4º, do artigo 125 e no artigo 158, da Constituição Estadual, integrarão o orçamento fiscal e compreenderão as dotações destinadas a atender as ações nas áreas de assistência social, previdência social e saúde.","2008",1,1,1
"LDO 2008.pdf","§ 3º As dotações para a previdência social compreenderão aquelas relativas aos servidores, membros de Poder e militares do Estado, vinculados ao Sistema de Previdência Social dos Servidores do Estado de Pernambuco, na forma do disposto na Lei Complementar nº 28, de 14 de janeiro de 2000, e suas alterações, abrangendo as aposentadorias, pensões e outros benefícios previstos na referida Lei Complementar Estadual, bem como aquelas dotações relativas aos agentes públicos estaduais vinculados ao regime geral de previdência social.","2008",-1,1,0
"LDO 2008.pdf","Art. 7º O Orçamento Fiscal fixará a despesa do Governo do Estado por unidade orçamentária, organizada segundo as categorias de programação estabelecidas na lei que aprovar o Plano Plurianual 2008/2011, em seu menor nível, evidenciando os objetivos, finalidades, produtos e metas ali constantes, inclusive suas respectivas dotações.","2008",1,1,1
"LDO 2008.pdf","Art. 8º Para efeito da presente Lei, entendem-se como:","2008",-1,1,0
"LDO 2008.pdf","I - categoria de programação: programa, projeto, atividade e operação especial, com as seguintes definições:","2008",-1,1,0
"LDO 2008.pdf","a) programa, o instrumento de organização da ação governamental visando a concretização dos objetivos pretendidos, sendo mensurado por indicadores estabelecidos no Plano Plurianual;","2008",-1,1,0
"LDO 2008.pdf","b) projeto, um instrumento de programação para alcançar o objetivo de um programa, envolvendo um conjunto de operações, limitadas no tempo, das quais resulta um produto que concorre para a expansão ou o aperfeiçoamento da ação de governo;","2008",-1,1,0
"LDO 2008.pdf","c) atividade, um instrumento de programação para alcançar o objetivo de um programa, envolvendo um conjunto de operações que se realizam de modo contínuo e permanente, das quais resulta um produto necessário à manutenção da ação de governo; e","2008",-1,1,0
"LDO 2008.pdf","d) operação especial, as despesas que não contribuem para a manutenção das ações de governo, das quais não resulta um produto e não geram contraprestação direta sob a forma de bens ou serviços.","2008",-1,-1,-1
